,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:,Premium,Loss1,Loss2,Loss3,Loss4
1111,Golden Rule Insurance Company,Hawaii,39261,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1112,Guarantee Trust Life Insurance Co.,Colorado,39300,0.0,,,,,,,,No,326.81,,,,
1113,TransAmerica Premier Life Insurance,United States Virgin Islands,39301,,,,,,,,,No,0.0,0.0,,,
1114,American Republic Insurance Company,North Dakota,39313,,,,,,,,,No,,,,,
1115,Independence American Insurance Company,Texas,39317,457.0,54.0,,,,,,,No,104995.0,6116.0,823.0,,
1116,Mutual of Omaha Insurance Company,Puerto Rico,39357,,,,,,,,,No,,,,,
1117,Medica Insurance Company,North Dakota,39364,18289.0,80761.0,,,-987988.94,N/E,$-,"($987,988.94)",No,3887599.05,2289058.85,,,
1118,Union Labor Life Insurance Company,New York,39383,949.0,,,,,,,,No,218788.0,2021824.0,,,
1119,Kanawha Insurance Company ,West Virginia,39386,1308.0,,,,,,,,No,131695.0,194718.0,,,
1120,"Moda Health Plan, Inc.",Oregon,39424,1185822.0,158096.0,110546514.0,-31157398.0,-4604925.0,"$110,546,514.06 ","($31,157,398.15)","($4,604,925.33)",No,540922800.0,470752445.0,46556351.0,764024.0,
1121,Nippon Life Insurance Company of America,New Jersey,39433,,0.0,,,,,,,No,,,,,
1122,United Healthcare Life Insurance Company,South Carolina,39481,25194.0,0.0,1693040.39,-774807.83,0.0,"$1,693,040.39 ","($774,807.83)",$-,No,10256835.91,9333526.57,1041764.68,212088.12,0.11
1123,Philadelphia American Life Insurance Company,California,39493,,,,,,,,,No,,,,,
1124,"AmeriHealth HMO, Inc.",Pennsylvania,39499,,9052.0,,,,,,,No,56.0,-51.2764369,,,
1125,UnitedHealthcare Insurance Company of New York,California,39566,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1126,New York Life Insurance Company,Vermont,39578,60.0,,,,,,,,No,-3062.257207,20286.7,,,
1127,American Heritage Life Insurance Company,Iowa,39632,,,,,,,,,No,0.0,0.0,,,
1128,Aetna Health Inc. (a Pennsylvania corporation),Colorado,39670,82.0,773.0,0.0,0.0,0.0,,,,No,54764.02,101237.79,59288.49,5141.07,0.0
1129,Mutual of Omaha Insurance Company,Nevada,39786,,,,,,,,,No,,,,,
1130,Nationwide Life Insurance Company,New York,39821,240.0,,,,,,,,No,16000.0,3000.0,,,
1131,Standard Security Life Insurance Company of New York,Montana,39823,421.0,,,,,,,,No,96155.0,60315.0,2960.0,,
1132,Shelter Life Insurance Company,Tennessee,39842,144.0,0.0,0.0,0.0,0.0,,,,No,6510.86,130660.04,0.0,0.0,0.0
1133,All Savers Insurance Company,Wisconsin,39924,0.0,91660.0,0.0,0.0,-57996.4,N/E,$-,"($57,996.40)",No,0.0,0.0,0.0,0.0,0.0
1134,Guarantee Trust Life Insurance Co.,Louisiana,39954,5.0,,,,,,,,No,29394.71,154.0,3.0,,
1135,Kanawha Insurance Company ,Minnesota,39955,191.0,,,,,,,,No,9730.0,34313.0,,,
1136,All Savers Insurance Company,Kansas,39966,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1137,Time Insurance Company,South Carolina,39996,60944.0,5022.0,3954339.0,2251532.0,-68214.0,"$3,954,338.85 ","$2,251,531.60 ","($68,214.40)",No,24010708.0,21420145.0,2087867.0,152997.0,-11.0
1138,Cigna Health and Life Insurance Company,California,40025,104223.0,1428.0,21440171.0,17743437.0,0.0,"$21,440,171.45 ","$17,743,436.54 ",$-,No,79400807.0,71930149.0,7606778.0,94800.0,16499.0
1139,AMERICAN FIDELITY ASSURANCE COMPANY,Oregon,40031,24.0,,,,,,,,No,,,,,
1140,"Molina Healthcare of Michigan, Inc.",Michigan,40047,502.0,,0.0,6332.0,,$0.00 ,"$6,332.08 ",$-,No,138111.30800000002,112191.0,42296.0,2279.0,0.0
1141,Unimerica Insurance Company,New Hampshire,40051,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1142,HealthNow New York Inc.,New York,40064,48638.0,588220.0,3350324.17,8832941.19,13095627.55,$0.00 ,"($9,077.56)","($54,673.38)",Yes,28695838.65,22887793.0,5759119.46,433228.58,-821604.76
1143,All Savers Insurance Company,Oklahoma,40110,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1144,American General Life Insurance Company,Texas,40129,336.0,,,,,,,,No,2370.0,-808.0,,,
1145,Standard Life and Accident Insurance Company,Louisiana,40145,79.0,,0.0,0.0,,,,,No,16066.41,4144.09,,,0.0
1146,PacifiCare Life and Health Insurance Co,District of Columbia,40150,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1147,"GMS Reinsurance Company, LTD",Michigan,40206,,74242.0,,,,,,,No,0.0,0.0,,,
1148,UnitedHealthcare of Texas,Texas,40220,96.0,1319.0,0.0,-4455.92,-199597.27,N/E,$-,"($204,053.17)",No,82125.76,181760.23,88.1,0.0,0.0
1149,BEST Life and Health Insurance Company,Oklahoma,40254,,,,,,,,,No,,,,,
1150,Trustmark Life Insurance Company,Tennessee,40279,,2524.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1151,"Group Hospitalization and Medical Services, Inc",Virginia,40308,218549.0,290550.0,5469203.05,4207942.09,3282304.3,"$5,469,203.05 ","$4,207,942.09 ","$3,282,304.30 ",Yes,80793152.95,65937328.2,14683332.83,558345.1118,0.0
1152,American Alternative Insurance Corporation,Nevada,40317,,322.0,,,,,,,No,,,,,
1153,Union Labor Life Insurance Company,Tennessee,40332,1.0,,,,,,,,No,0.0,11478.0,,,
1154,"Educators Health Plans Life, Accident, and Health, Inc",Utah,40335,,,,,,,,,No,0.0,0.0,,,
1155,Liberty Mutual Insurance Company,Kentucky,40348,,,,,,,,,No,,,,,
1156,National Foundation Life Insurance Company,Illinois,40373,331.0,,0.0,0.0,,,,,No,118062.0,24714.0,0.0,0.0,0.0
1157,Cigna Health and Life Insurance Company,North Carolina,40411,5704.0,0.0,1242110.0,1069805.0,0.0,"$1,242,110.42 ","$1,069,804.73 ",$-,No,4548116.0,3813691.0,486460.0,10218.0,0.0
1158,Freedom Life Insurance Company of America,Florida,40442,14676.0,,197590.0,30087.0,,"$197,590.16 ","$34,088.70 ",$-,No,4261414.0,3457885.0,13601.543819999999,0.0,0.0
1159,Standard Security Life Insurance Company of New York,Illinois,40448,358.0,211.0,,,-28.68,N/E,$-,($28.68),No,110389.0,35600.0,1354.0,,
1160,Shelter Life Insurance Company,North Carolina,40461,0.0,0.0,0.0,0.0,0.0,,,,No,350.76,-139.67,0.0,0.0,0.0
1161,"Kaiser Foundation Health Plan, Inc.",California,40513,5935591.0,7801104.0,240031291.0,98847999.0,-5884033.0,"$240,031,290.84 ","$98,811,448.39 ","($6,119,361.66)",Yes,2514029503.0,2044153218.0,238538516.0,0.0,0.0
1162,Unimerica Insurance Company,Texas,40564,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1163,Bluegrass Family Health,Kentucky,40586,82.0,71709.0,,,-1254224.0,N/E,$-,"($1,254,224.27)",Yes,28409.0,53958.0,16780.0,1857.0,
1164,Golden Rule Insurance Company,Connecticut,40591,166862.0,0.0,0.0,0.0,0.0,,,,No,46858910.61,40837872.74,4880002.8,456595.06,0.0
1165,"Oxford Health Insurance, Inc.",Pennsylvania,40623,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1166,Wilton Reassurance Company,Kentucky,40652,94.0,,,,,,,,No,775.0,5068.0,,,
1167,UnitedHealthcare Insurance Company of New York,Ohio,40664,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1168,"UnitedHealthcare of Arizona, Inc.",Arizona,40702,208.0,6627.0,0.0,-629.37,-138665.42,N/E,$-,"($139,332.36)",No,144873.23,186764.29,112507.82,8046.7,0.0
1169,Aetna Life Insurance Company,California,40733,63292.0,796551.0,0.0,0.0,-1499244.71,N/E,$-,"($1,519,853.96)",No,20873877.21,13984397.1,2560306.69,121047.73,57.33
1170,Unimerica Insurance Company,Massachusetts,40739,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1171,Celtic Insurance Company,Maryland,40777,56.0,,0.0,0.0,,,,,No,17351.0,1500.432806,0.0,0.0,0.0
1172,John Alden Life Insurance Company,Tennessee,40778,2749.0,3484.0,0.0,0.0,-102241.0,N/E,$-,"($102,240.68)",No,807519.0,409453.0,64251.0,5887.0,0.0
1173,Scott and White Health Plan,Texas,40788,29650.0,246275.0,1443594.34,1029126.45,-1609323.38,"$1,443,594.34 ","$1,029,126.45 ","($1,609,323.38)",Yes,11824569.0,11188278.01,615671.23,14265.0,0.0
1174,The Prudential Insurance Company of America,West Virginia,40813,,,,,,,,,No,,,,,
1175,Union Fidelity Life Insurance Company,West Virginia,40857,,,,,,,,,No,,,,,
1176,PacifiCare Life and Health Insurance Co,Michigan,40870,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1177,American National Life Insurance Company of Texas,California,40872,143.0,,0.0,0.0,,,,,No,46670.59,1112.71,,,0.0
1178,American States Insurance Company,Florida,40889,,,,,,,,,No,,38864.07,,,
1179,Sterling Life Insurance Co.,Wisconsin,41006,,,,,,,,,No,,,,,
1180,Standard Life and Accident Insurance Company,Montana,41013,0.0,,0.0,0.0,,,,,No,0.0,0.0,,,0.0
1181,"Cigna HealthCare of New Jersey, Inc.",New Jersey,41014,231.0,196.0,186498.0,365525.0,27533.0,"$186,497.63 ","$365,525.19 ","$27,532.67 ",No,737625.0,1715047.0,66375.0,-233.0,8308.0
1182,Standard Life and Accident Insurance Company,Missouri,41018,187.0,,0.0,0.0,,,,,No,22565.27,9972.22,,,0.0
1183,Buckeye Community Health Plan,Ohio,41047,7133.0,,311415.92,-154350.05,,"$311,415.92 ","($154,350.05)",$-,No,2496991.78,2129377.596,328465.52,7112.41,0.0
1184,"Hometown Health Plan, Inc.",Nevada,41094,,5401.0,,,-275961.0,N/E,$-,"($275,961.08)",Yes,0.0,0.0,,,
1185,United American Insurance Co,Vermont,41098,,,,,,,,,No,0.0,0.0,,,
1186,United Teachers Associates,Mississippi,41131,,,,,,,,,No,0.0,0.0,,,
1187,"Madison National Life Insurance Company, Inc.",Missouri,41179,0.0,3597.0,,,,,,,No,0.0,0.0,0.0,,
1188,State Farm Mutual Automobile Insurance Company,Missouri,41193,1421.0,0.0,0.0,0.0,0.0,,,,No,638189.06,324262.66,0.0,0.0,0.0
1189,John Alden Life Insurance Company,Florida,41240,3453.0,439.0,0.0,0.0,-890.0,N/E,$-,($890.28),No,1421757.0,1027365.0,27927.0,6062.0,0.0
1190,Guarantee Trust Life Insurance Co.,Florida,41269,0.0,,,,,,,,No,13626.85,,,,
1191,National Foundation Life Insurance Company,Arizona,41291,1086.0,,0.0,0.0,,,,,No,322590.0,109795.0,483.0,0.0,0.0
1192,"Neighborhood Health Plan, Inc.",Massachusetts,41304,293889.0,434996.0,11255924.12,-2128337.0,-25517916.0,"$11,225,924.12 ",N/A_MA_Issuer,N/A_MA_Issuer,Yes,120598517.7,100685485.5,17405962.0,692441.0,619483.0
1193,United Healthcare Life Insurance Company,Maryland,41308,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,99.0,0.0,0.0,0.0
1194,Golden Rule Insurance Company,Colorado,41341,336311.0,0.0,0.0,0.0,0.0,,,,No,75942448.84,58766449.81,6497979.26,784393.68,9.12
1195,TransAmerica Premier Life Insurance,Puerto Rico,41376,,,,,,,,,No,0.0,0.0,,,
1196,Connecticut General Life Insurance Company,Hawaii,41390,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-178.0,0.0,0.0,0.0
1197,Federated Mutual Insurance Company,Iowa,41397,0.0,27096.0,0.0,0.0,-24092.66,N/E,$-,"($24,092.66)",No,0.0,0.0,0.0,0.0,0.0
1198,United Healthcare Life Insurance Company,Kansas,41446,21908.0,0.0,0.0,0.0,0.0,,,,No,6346179.19,5596313.97,410094.68,43880.9,584.78
1199,United Teachers Associates,Minnesota,41464,316.0,,,,,,,,No,51242.0,-18980.0,,,
1200,American Heritage Life Insurance Company,Maryland,41483,,,,,,,,,No,0.0,0.0,,,
1201,Cigna Health and Life Insurance Company,New York,41500,572.0,15130.0,0.0,0.0,0.0,,,,No,29802.0,266381.0,0.0,0.0,8003.0
1202,Southwest Life & Health Insurance Co.,Texas,41549,3496.0,9176.0,,,,,,,No,689685.14,713368.54,77327.55,11.0,0.0
1203,Union Labor Life Insurance Company,California,41550,214.0,,,,,,,,No,50854.0,737487.0,,,
1204,Shelter Life Insurance Company,Colorado,41555,24.0,0.0,0.0,0.0,0.0,,,,No,130.05,-1239.56,0.0,0.0,0.0
1205,American General Life Insurance Company,Ohio,41587,0.0,,,,,,,,No,0.0,0.0,,,
1206,Kanawha Insurance Company ,Oklahoma,41600,258.0,,,,,,,,No,33518.0,54602.0,,,
1207,"Coventry Health Care of the Carolinas, Inc.",South Carolina,41614,306629.0,106103.0,18857060.88,-3828066.52,-68109.07,"$18,857,060.88 ","($3,828,066.52)","($68,109.07)",No,107513913.6,96820132.31,13113189.53,827288.39,0.0
1208,Unified Life Insurance Company,Wyoming,41664,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
1209,New York Life Insurance Company,North Carolina,41681,0.0,,,,,,,,No,-46565.08717,108458.15,,0.0,0.0
1210,United Healthcare Life Insurance Company,Washington,41702,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1211,MercyCare Insurance Company,Illinois,41703,,,,,,,,,No,0.0,0.0,,,
1212,Liberty National Life Insurance Co,Mississippi,41707,,,,,,,,,No,0.0,0.0,,,
1213,Mid-West National Life Insurance Company of Tennessee,New Hampshire,41752,58.0,1011.0,0.0,0.0,0.0,,,,No,1037.0,81.31859339,122.2249794,40.90638606,0.0
1214,Unimerica Insurance Company,Arizona,41763,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1215,Kanawha Insurance Company ,Arizona,41773,264.0,,,,,,,,No,34674.0,82121.0,,,
1216,TransAmerica Premier Life Insurance,Illinois,41774,,,,,,,,,No,0.0,0.0,,,
1217,"Cigna HealthCare of St Louis, Inc.",Ohio,41779,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,16.0,0.0,0.0,0.0
1218,Humana Insurance Company,Idaho,41809,,,,,,,,,No,0.0,0.0,,,
1219,American National Life Insurance Company of Texas,Rhode Island,41815,0.0,,0.0,0.0,,,,,No,0.0,0.0,,,0.0
1220,UnitedHealthcare Insurance Company,District of Columbia,41842,502.0,91860.0,0.0,-43017.58,-212465.24,N/E,$-,"($255,482.82)",No,324043.65,-13596163.6,78722.5,-27158.71,274.68
1221,Golden Rule Insurance Company,Virginia,41892,205957.0,0.0,0.0,0.0,0.0,,,,No,41087909.23,31908576.56,4761208.37,596593.2,0.0
1222,Consumers Mutual Insurance of Michigan,Michigan,41895,2011.0,19992.0,252541.02,122480.23,-1252756.84,"$252,541.02 ","$122,480.23 ","($1,252,756.84)",No,1510106.25,1646935.31,118967.0,628.0,
1223,Cigna Health and Life Insurance Company,Virginia,41921,2.0,4052.0,0.0,0.0,0.0,,,,No,476.0,-5634.0,39.0,296.0,0.0
1224,Reliance Standard Life Insurance Company,California,41967,,,,,,,,,No,0.0,0.0,,,
1225,Mutual of Omaha Insurance Company,Oklahoma,42054,,,,,,,,,No,,,,,
1226,United Healthcare Life Insurance Company,West Virginia,42066,1243.0,0.0,0.0,0.0,0.0,,,,No,527059.88,349725.98,29321.17,9880.19,0.0
1227,"Humana Health Plan, Inc.",Washington,42074,,,,,,,,,No,0.0,0.0,,,
1228,"Allegiance Life & Health Insurance Company, Inc.",Montana,42133,182.0,7390.0,,,,,,,No,95386.0,484251.0,42016.0,20769.0,0.0
1229,American Heritage Life Insurance Company,Connecticut,42135,,,,,,,,,No,0.0,0.0,,,
1230,American National Insurance Company,Kansas,42136,100.0,,0.0,0.0,,,,,No,10917.920090000001,18471.8809,,,0.0
1231,All Savers Insurance Company,Alabama,42159,0.0,1199.0,0.0,0.0,-2634.74,N/E,$-,"($2,634.74)",No,0.0,0.0,0.0,0.0,0.0
1232,"Group Health Options, Inc",Idaho,42171,,,,,,,,,No,0.0,0.0,,,
1233,Reliance Standard Life Insurance Company,Massachusetts,42179,,,,,,,,,No,0.0,0.0,,,
1234,All Savers Insurance Company,Florida,42204,138.0,43780.0,0.0,0.0,31520.79,N/E,$-,"$31,520.79 ",No,53914.6,25262.61,11639.99,39.46,0.0
1235,Liberty Mutual Insurance Company,New Hampshire,42206,,,,,,,,,No,,,,,
1236,Liberty National Life Insurance Co,Georgia,42256,,,,,,,,,No,0.0,0.0,,,
1237,Time Insurance Company,New Hampshire,42260,45329.0,0.0,6063182.0,5242905.0,0.0,"$6,063,182.46 ","$5,242,904.85 ",$-,No,29456570.0,24069996.0,3390762.0,172869.0,-291562.0
1238,Time Insurance Company,Washington,42277,77117.0,0.0,4376502.0,789160.0,0.0,"$4,376,501.63 ","$789,160.16 ",$-,No,24443318.0,22075328.0,1320531.0,84819.0,0.0
1239,Wilton Reassurance Company,Arizona,42284,16739.0,,,,,,,,No,19173.0,9786.0,,,
1240,WMI Mutual Insurance Company,Nevada,42313,,2665.0,,,-1344.0,,,,No,0.0,0.0,,,
1241,United Healthcare Life Insurance Company,North Dakota,42370,26.0,0.0,0.0,0.0,0.0,,,,No,33555.88,-1702.15,105.05,0.0,0.0
1242,Mid-West National Life Insurance Company of Tennessee,Alabama,42371,4974.0,0.0,0.0,0.0,0.0,,,,No,1334421.0,414890.9676,42794.99419,14923.747440000001,49.16
1243,Kanawha Insurance Company ,Illinois,42434,1338.0,,,,,,,,No,122951.0,153385.0,,,
1244,"Managed Health Network,  A California Corporation",California,42491,,,,,,,,,No,0.0,0.0,,,
1245,Philadelphia American Life Insurance Company,Idaho,42496,48.0,,,,,,,,No,4366.0,0.0,,,
1246,"Humana Health Plans of Puerto Rico, Inc.",Puerto Rico,42497,3268.0,3118.0,,,,,,,No,502151.84,505206.04600000003,108101.81,10632.8,14.0
1247,The Guardian Life Insurance Company of America,Alaska,42507,0.0,,,,,,,,No,78.0,0.0,,,
1248,"Madison National Life Insurance Company, Inc.",North Carolina,42513,1533.0,6265.0,,,,,,,No,275008.0,157396.0,15455.0,,
1249,UnitedHealthcare of Illinois Inc,Illinois,42529,21.0,40461.0,0.0,0.0,-724765.7,N/E,$-,"($724,765.70)",No,7232.25,10151.15,0.0,0.0,0.0
1250,Humana Insurance Company,District of Columbia,42553,,,,,,,,,No,0.0,0.0,,,
1251,The Prudential Insurance Company of America,New York,42564,,,,,,,,,No,,,,,
1252,National Foundation Life Insurance Company,Nebraska,42586,60.0,,0.0,0.0,,,,,No,43868.0,38774.0,0.0,0.0,0.0
1253,Liberty National Life Insurance Co,Kansas,42628,,,,,,,,,No,0.0,0.0,,,
1254,The Guardian Life Insurance Company of America,New York,42640,2050.0,,,,,,,,No,196303.0,823738.4124,,,
1255,Unified Life Insurance Company,West Virginia,42669,24.0,,0.0,0.0,,,,,No,2974.7,514.87,0.0,0.0,0.0
1256,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",Massachusetts,42690,335415.0,2824026.0,37222783.0,7281616.743,42557403.26,"$37,222,783.00 ",N/A_MA_Issuer,N/A_MA_Issuer,Yes,218594390.7,205754758.0,42935624.0,0.0,-1693158.0
1257,United Healthcare Life Insurance Company,North Carolina,42754,4085.0,0.0,0.0,0.0,0.0,,,,No,1231145.61,623440.95,75096.74,8773.22,0.0
1258,BEST Life and Health Insurance Company,Utah,42757,,,,,,,,,No,,,,,
1259,American National Insurance Company,Ohio,42761,144.0,,0.0,0.0,,,,,No,49016.31894,194801.0467,,,0.0
1260,American Heritage Life Insurance Company,Nevada,42794,,,,,,,,,No,0.0,0.0,,,
1261,Time Insurance Company,Maine,42796,2.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1262,Liberty National Life Insurance Co,District of Columbia,42802,,,,,,,,,No,0.0,0.0,,,
1263,The Guardian Life Insurance Company of America,Virginia,42808,145.0,,,,,,,,No,21133.0,21929.1096,,,
1264,Life of America,Texas,42809,116.0,,,,,,,,No,48994.0,11175.0,,,
1265,Shelter Life Insurance Company,Arizona,42815,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,40.4,0.0,0.0,0.0
1266,Reliance Standard Life Insurance Company,New Mexico,42887,,,,,,,,,No,0.0,0.0,,,
1267,"Sierra Health and Life Insurance Company, Inc.",Illinois,42896,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1268,Standard Security Life Insurance Company of New York,Colorado,42965,199.0,,,,,,,,No,57046.0,42882.0,2967.0,,
1269,Guarantee Trust Life Insurance Co.,Arkansas,42987,1.0,,,,,,,,No,1366.06,,,,
1270,State Farm Mutual Automobile Insurance Company,Nebraska,43061,1109.0,0.0,0.0,0.0,0.0,,,,No,579823.38,188352.29,0.0,0.0,0.0
1271,Central United Life Insurance Company,South Carolina,43062,,,,,,,,,No,,28340.0,,,
1272,United Healthcare Life Insurance Company,Indiana,43070,14040.0,0.0,0.0,0.0,0.0,,,,No,3616731.95,2632768.97,61533.14,17935.48,89.75
1273,Globe Life and Accident Insurance Co,Texas,43083,,,,,,,,,No,0.0,0.0,,,
1274,National Foundation Life Insurance Company,Colorado,43105,11834.0,,0.0,0.0,,,,,No,2908706.0,3237881.0,0.0,0.0,0.0
1275,Highmark Health Insurance Company,District of Columbia,43127,,,,,,,,,No,,,,,
1276,United Healthcare Life Insurance Company,Utah,43129,7350.0,0.0,42356.49,43110.38,0.0,"$42,356.49 ","$43,110.39 ",$-,No,1619761.44,1057078.33,99682.28,29079.89,0.0
1277,Philadelphia American Life Insurance Company,Virginia,43134,92.0,,,,,,,,No,40297.0,6880.0,,,
1278,Mid-West National Life Insurance Company of Tennessee,Nevada,43136,7784.0,0.0,0.0,0.0,0.0,,,,No,2076653.0,863923.2746,66444.90325,23202.74335,62.34
1279,CoOportunity Health,Nebraska,43198,319601.0,176495.0,46800412.98,-3258008.03,-3208840.42,"$46,800,412.98 ","($3,258,008.03)","($3,208,840.42)",Yes,189854699.0,196290044.8,23361613.0,1934385.53,
1280,American Family Mutual Insurance Company,Nevada,43226,0.0,,,,,,,,No,0.0,0.0,,,
1281,Trustmark Life Insurance Company,Wyoming,43263,,1192.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1282,FirstCarolinaCare Insurance Company,North Carolina,43283,,68965.0,,,,N/E,$-,$407.05 ,No,0.0,0.0,,,
1283,United American Insurance Co,Colorado,43334,,,,,,,,,No,0.0,0.0,,,
1284,Sterling Life Insurance Co.,Idaho,43401,,344.0,,,,,,,No,,,,,
1285,"Humana Health Plan, Inc.",Indiana,43442,,6121.0,,,-19562.32,N/E,$-,"($19,667.22)",No,0.0,0.0,,,
1286,Connecticut General Life Insurance Company,Alaska,43459,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-388.0,0.0,5.0,0.0
1287,Medical Mutual of Ohio,Indiana,43499,0.0,15339.0,0.0,0.0,-265136.19,N/E,$-,"($265,136.19)",No,-22130.0,0.0,0.0,0.0,
1288,American National Insurance Company,Wisconsin,43517,0.0,,0.0,0.0,,,,,No,0.0,0.0,,,0.0
1289,American National Life Insurance Company of Texas,South Dakota,43575,0.0,,0.0,0.0,,,,,No,-814.0,0.0,,,0.0
1290,State Farm Mutual Automobile Insurance Company,Wyoming,43593,489.0,0.0,0.0,0.0,0.0,,,,No,249083.2,132750.47,0.0,0.0,0.0
1291,Standard Security Life Insurance Company of New York,Nevada,43618,58.0,310.0,,,,,,,No,25357.0,1344.0,6.0,,
1292,State Farm Mutual Automobile Insurance Company,West Virginia,43629,964.0,0.0,0.0,0.0,0.0,,,,No,436427.27,288364.27,0.0,0.0,0.0
1293,MCS Life Insurance Company,Puerto Rico,43633,207983.0,472752.0,,,,,,,No,25983011.0,23131086.92,2796452.131,58043.63095,
1294,American Family Mutual Insurance Company,South Dakota,43741,840.0,,,,,,,,No,394189.0,433815.0,2721.0,,
1295,"UnitedHealthcare of Georgia, Inc. ",Georgia,43802,178.0,44914.0,0.0,0.0,-123324.74,N/E,$-,"($123,324.74)",No,134296.41,43101.27,27356.66,2961.38,0.0
1296,UnitedHealthcare Insurance Company,Florida,43839,60049.0,1461398.0,0.0,-6434.88,3851247.76,N/E,$-,"$3,844,812.86 ",No,34632832.39,42186280.01,12171434.65,1240656.62,54558.07
1297,"UnitedHealthcare of Washington, Inc.",Washington,43861,107.0,8509.0,0.0,-16983.42,24266.99,N/E,$-,"$7,283.57 ",No,30600.09,42943.77,8963.15,297.48,0.0
1298,New York Life Insurance Company,Alaska,43927,0.0,,,,,,,,No,-5674.127325,15394.43,,0.0,0.0
1299,Union Labor Life Insurance Company,Virginia,43935,,,,,,,,,No,0.0,0.0,,,
1300,Aetna Life Insurance Company,Alabama,44006,305.0,0.0,0.0,0.0,0.0,,,,No,139085.97,38562.57,6502.26,604.08,0.0
1301,Celtic Insurance Company,North Carolina,44007,23.0,,0.0,7337.57,,$0.00 ,"$7,337.57 ",$-,No,110645.57,2778.496346,0.0,0.0,0.0
