,Unnamed: 0_x,CompanyName:_x,BusinessintheStateof:_x,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:_x,MEMBER_MONTHS_SMALL_GROUP_x,EXPECTED_REINSURANCE_x,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_x,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_x,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_x,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_x",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_x,Not-For-Profit:_x,Premium_x,Loss1_x,Loss2_x,Loss3_x,Loss4_x,TotalProfitPMM,CompanyName:_y,BusinessintheStateof:_y,MEMBER_MONTHS_INDIVIDUAL:_y,MEMBER_MONTHS_SMALL_GROUP_y,EXPECTED_REINSURANCE_y,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL_y,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP_y,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_y,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_y",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_y,Not-For-Profit:_y,Premium_y,Loss1_y,Loss2_y,Loss3_y,Loss4_y,DifferenceInIRAPMM
1799,2102,"UnitedHealthcare of Arkansas, Inc.",Arkansas,65817,0,4501,0,0,-112065.94,,,"($112,065.94)",No,0,0,0,0,0,#DIV/0!,"UnitedHealthcare of Arkansas, Inc.",Arkansas,18,12604,0,-1394.92,-577168.28,,,"($578,563.20)",No,5670.08,3756.56,1648.31,375.64,0,#DIV/0!
1802,2106,Coventry Health & Life Insurance Company,Georgia,65890,0,18018,0,0,-4418.49,,,"($4,418.49)",No,0,0,0,0,0,#DIV/0!,Coventry Health & Life Insurance Company,Georgia,0,11063,0,0,-234361.92,,,"($233,155.74)",No,0,0,0,0,0,#DIV/0!
1804,2109,Reserve National Insurance Company,Tennessee,65985,,,,,,,,,No,0,0,,,,#DIV/0!,Reserve National Insurance Company,Tennessee,,,,,,,,,No,0,0,,,,#DIV/0!
1808,2113,Pan-American Life Insurance Company of Puerto Rico,Puerto Rico,66148,,35259,,,,,,,No,0,0,,,,#DIV/0!,Pan-American Life Insurance Company of Puerto Rico,Puerto Rico,,15713,,,,,,,No,0,0,,,,#DIV/0!
1809,2114,Union Security Insurance Company,South Carolina,66152,0,153,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Union Security Insurance Company,South Carolina,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1810,2115,Globe Life and Accident Insurance Co,Wisconsin,66161,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,Wisconsin,,,,,,,,,No,0,0,,,,#DIV/0!
1813,2119,American Income Life Insurance Co,Alabama,66332,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Alabama,,,,,,,,,No,0,0,,,,#DIV/0!
1814,2120,Thrivent Financial for Lutherans,Colorado,66351,,,,,,,,,No,,,,,,#DIV/0!,Thrivent Financial for Lutherans,Colorado,,,,,,,,,No,,,,,,#DIV/0!
1815,2121,American Heritage Life Insurance Company,District of Columbia,66359,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,District of Columbia,,,,,,,,,No,0,0,,,,#DIV/0!
1816,2122,TransAmerica Premier Life Insurance,Nebraska,66405,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Nebraska,,,,,,,,,No,0,0,,,,#DIV/0!
1819,2125,Liberty Mutual Insurance Company,New Jersey,66433,,,,,,,,,No,,,,,,#DIV/0!,Liberty Mutual Insurance Company,New Jersey,,,,,,,,,No,,,,,,#DIV/0!
1822,2128,Trustmark Insurance Company,Arkansas,66520,,,,,,,,,No,,,,,,#DIV/0!,Trustmark Insurance Company,Arkansas,,,,,,,,,No,,,,,,#DIV/0!
1824,2130,All Savers Insurance Company,Iowa,66530,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,All Savers Insurance Company,Iowa,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1826,2132,Connecticut General Life Insurance Company,West Virginia,66614,0,0,0,0,0,,,,No,0,-3456,0,0,0,#DIV/0!,Connecticut General Life Insurance Company,West Virginia,0,0,0,0,0,,,,No,0,-1,0,0,0,#DIV/0!
1833,2140,Coventry Health & Life Insurance Company,South Dakota,66837,21300,6959,258935.6,-331736.57,29000.9,"$258,935.60 ","($331,736.57)","$29,000.90 ",No,3161102.03,5499257.76,352360.58,23139.21,0,-127.4016676,Coventry Health & Life Insurance Company,South Dakota,0,621,0,0,-180679.77,$0.00 ,,"($180,679.77)",No,0,601.64,0,0,0,#DIV/0!
1836,2143,Union Security Insurance Company,Mississippi,66895,0,307,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Union Security Insurance Company,Mississippi,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1837,2144,Reliance Standard Life Insurance Company,Arizona,66915,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Arizona,,,,,,,,,No,0,0,,,,#DIV/0!
1841,2148,Capital Health Plan,Florida,66966,,158719,,,635267,,,"$635,267.48 ",Yes,,,,,,#DIV/0!,Capital Health Plan,Florida,,154324,,,3951692,,,"$3,951,692.24 ",Yes,0,0,,,,#DIV/0!
1842,2149,John Alden Life Insurance Company,Washington,66967,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,John Alden Life Insurance Company,Washington,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1843,2150,Unimerica Insurance Company,California,66984,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Unimerica Insurance Company,California,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1844,2151,Shelter Life Insurance Company,Oregon,67048,0,0,0,0,0,,,,No,673.8,-71.7,0,0,0,#DIV/0!,Shelter Life Insurance Company,Oregon,0,0,0,0,0,,,,No,673.8,0,0,0,0,#DIV/0!
1848,2157,New Era Life Insurance Company of the MidWest,Texas,67141,,,,,,,,,No,,,,,,#DIV/0!,New Era Life Insurance Company of the MidWest,Texas,,,,,,,,,No,,,,,,#DIV/0!
1849,2158,Thrivent Financial for Lutherans,New Hampshire,67167,,,,,,,,,No,,,,,,#DIV/0!,Thrivent Financial for Lutherans,New Hampshire,,,,,,,,,No,,,,,,#DIV/0!
1853,2163,Central United Life Insurance Company,Arizona,67214,,,,,,,,,No,,1467,,,,#DIV/0!,Central United Life Insurance Company,Arizona,,,,,,,,,No,,,,,,#DIV/0!
1855,2165,Liberty Mutual Insurance Company,North Carolina,67257,,,,,,,,,No,,,,,,#DIV/0!,Liberty Mutual Insurance Company,North Carolina,,,,,,,,,No,,,,,,#DIV/0!
1857,2168,United American Insurance Co,Utah,67335,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Utah,,,,,,,,,No,0,0,,,,#DIV/0!
1859,2170,Transamerica Life Insurance Company,Louisiana,67368,,,,,,,,,No,,,,,,#DIV/0!,Transamerica Life Insurance Company,Louisiana,,,,,,,,,No,,,,,,#DIV/0!
1862,2175,Cigna Health and Life Insurance Company,Michigan,67495,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Cigna Health and Life Insurance Company,Michigan,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1863,2176,Humana Insurance Company,Pennsylvania,67499,,,,,,,,,No,0,0,,,,#DIV/0!,Humana Insurance Company,Pennsylvania,,,,,,,,,No,0,0,,,,#DIV/0!
1865,2178,John Alden Life Insurance Company,Maine,67529,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,John Alden Life Insurance Company,Maine,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1866,2179,New Era Life Insurance Company,Nebraska,67547,,,,,,,,,No,,,,,,#DIV/0!,New Era Life Insurance Company,Nebraska,,,,,,,,,No,,,,,,#DIV/0!
1869,2182,Alameda Alliance Joint Powers Authority,California,67597,,63655,,,,,,,Yes,,,,,,#DIV/0!,Alameda Alliance Joint Powers Authority,California,,65087,,,,,,,Yes,,,,,,#DIV/0!
1870,2183,Connecticut General Life Insurance Company,United States Virgin Islands,67612,0,2779,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,Connecticut General Life Insurance Company,United States Virgin Islands,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1871,2184,4 Ever Life Insurance Company,Missouri,67636,,,,,,,,,No,0,0,,,,#DIV/0!,4 Ever Life Insurance Company,Missouri,,,,,,,,,No,0,0,,,,#DIV/0!
1877,2190,Trustmark Life Insurance Company,Texas,67885,,10617,,0,0,,,,No,0,0,0,0,0,#DIV/0!,Trustmark Life Insurance Company,Texas,0,0,,0,0,,,,No,0,0,0,0,0,#DIV/0!
1878,2191,New Era Life Insurance Company,New York,67894,,,,,,,,,No,,,,,,#DIV/0!,New Era Life Insurance Company,New York,,,,,,,,,No,,,,,,#DIV/0!
1879,2192,"Southeastern Indiana Health Organization, Inc.",Indiana,67920,,80965,,,-840622,,,"($840,621.54)",Yes,0,0,,,,#DIV/0!,"Southeastern Indiana Health Organization, Inc.",Indiana,5900,66436,196382.51,-233539,-852678.23,"$216,799.07 ","($233,538.83)","($852,678.23)",Yes,2571330.13,2069099.3,367529,60936,,#DIV/0!
1880,2194,Humana Insurance Company,Washington,68140,,1476,,,,,,,No,0,0,,,,#DIV/0!,Humana Insurance Company,Washington,,0,,,,,,,No,0,0,,,,#DIV/0!
1881,2195,"Madison National Life Insurance Company, Inc.",Kansas,68151,1098,2196,,,,,,,No,168946,898427,12479,,,-675.7377049,"Madison National Life Insurance Company, Inc.",Kansas,,,,,,,,,No,0,0,,,,#DIV/0!
1885,2199,Central United Life Insurance Company,Alabama,68256,,,,,,,,,No,,,,,,#DIV/0!,Central United Life Insurance Company,Alabama,,,,,,,,,No,,,,,,#DIV/0!
1887,2202,Liberty National Life Insurance Co,Pennsylvania,68302,,,,,,,,,No,0,0,,,,#DIV/0!,Liberty National Life Insurance Co,Pennsylvania,,,,,,,,,No,0,0,,,,#DIV/0!
1893,2211,Illinois Mutual Life Insurance Company,Tennessee,68411,,,,,,,,,No,,,,,,#DIV/0!,Illinois Mutual Life Insurance Company,Tennessee,,,,,,,,,No,,,,,,#DIV/0!
1894,2212,United States Branch of the Sun Life Assurance Company of Canada,North Carolina,68448,,,,,,,,,No,,,,,,#DIV/0!,United States Branch of the Sun Life Assurance Company of Canada,North Carolina,,,,,,,,,No,,,,,,#DIV/0!
1895,2213,TransAmerica Premier Life Insurance,Maine,68468,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Maine,,,,,,,,,No,0,0,,,,#DIV/0!
1897,2215,"Prominence Preferred Health Insurance Company, Inc.",Nevada,68524,,73375,,,419362,,,"$419,362.27 ",No,0,0,,,,#DIV/0!,"Prominence Preferred Health Insurance Company, Inc.",Nevada,,37751,,,1300037,,,"$1,300,037.30 ",No,0,0,,,,#DIV/0!
1898,2216,American Republic Insurance Company,South Dakota,68537,,,,,,,,,No,,,,,,#DIV/0!,American Republic Insurance Company,South Dakota,,,,,,,,,No,,,,,,#DIV/0!
1903,2221,Mutual of Omaha Insurance Company,Florida,68653,,,,,,,,,No,,,,,,#DIV/0!,Mutual of Omaha Insurance Company,Florida,,,,,,,,,No,,,,,,#DIV/0!
1904,2223,American Income Life Insurance Co,United States Virgin Islands,68677,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,United States Virgin Islands,,,,,,,,,No,0,0,,,,#DIV/0!
1905,2224,Globe Life and Accident Insurance Co,Oregon,68685,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,Oregon,,,,,,,,,No,0,0,,,,#DIV/0!
1906,2225,Reliance Standard Life Insurance Company,Georgia,68687,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Georgia,,,,,,,,,No,0,0,,,,#DIV/0!
1907,2226,United American Insurance Co,Alabama,68697,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Alabama,,,,,,,,,No,0,0,,,,#DIV/0!
1908,2227,American Family Mutual Insurance Company,Utah,68713,0,,,,,,,,No,0,0,,,,#DIV/0!,American Family Mutual Insurance Company,Utah,0,,,,,,,,No,0,0,0,,,#DIV/0!
1909,2228,Humana Insurance Company,California,68744,,1079,,,8197.35,,,"$8,197.35 ",No,0,0,,,,#DIV/0!,Humana Insurance Company,California,,439,,,23570.86,,,"$23,570.86 ",No,0,0,,,,#DIV/0!
1912,2231,TransAmerica Premier Life Insurance,Guam,68880,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Guam,,,,,,,,,No,0,0,,,,#DIV/0!
1914,2233,New York Life Insurance Company,Utah,68912,0,,,,,,,,No,-9217.459239,2301.86,,0,0,#DIV/0!,New York Life Insurance Company,Utah,0,0,0,0,0,,,,No,0,-18673,0,0,0,#DIV/0!
1915,2234,TransAmerica Premier Life Insurance,Arizona,68948,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Arizona,,,,,,,,,No,0,0,,,,#DIV/0!
1917,2236,Mutual of Omaha Insurance Company,New Jersey,68963,,,,,,,,,No,,,,,,#DIV/0!,Mutual of Omaha Insurance Company,New Jersey,,,,,,,,,No,,,,,,#DIV/0!
1918,2237,American Heritage Life Insurance Company,Washington,69061,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Washington,,,,,,,,,No,0,0,,,,#DIV/0!
1919,2238,American Heritage Life Insurance Company,Georgia,69092,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Georgia,,,,,,,,,No,0,0,,,,#DIV/0!
1920,2239,Mutual of Omaha Insurance Company,Michigan,69094,,,,,,,,,No,,,,,,#DIV/0!,Mutual of Omaha Insurance Company,Michigan,,,,,,,,,No,,,,,,#DIV/0!
1922,2241,Hartford Life & Accident Insurance Company,Pennsylvania,69150,,,,,,,,,No,,,,,,#DIV/0!,Hartford Life & Accident Insurance Company,Pennsylvania,12,,0,0,,,,,No,564,63.04,0,0,0,#DIV/0!
1923,2243,Nippon Life Insurance Company of America,California,69194,,2184,,,,,,,No,,,,,,#DIV/0!,Nippon Life Insurance Company of America,California,,0,,,,,,,No,,,,,,#DIV/0!
1924,2244,Central United Life Insurance Company,Illinois,69225,,,,,,,,,No,,1449,,,,#DIV/0!,Central United Life Insurance Company,Illinois,,,,,,,,,No,,,,,,#DIV/0!
1926,2246,American Republic Insurance Company,West Virginia,69260,,,,,,,,,No,,,,,,#DIV/0!,American Republic Insurance Company,West Virginia,,,,,,,,,No,,,,,,#DIV/0!
1927,2247,Globe Life and Accident Insurance Co,Michigan,69315,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,Michigan,,,,,,,,,No,0,0,,,,#DIV/0!
1928,2248,United Teachers Associates,Missouri,69341,,,,,,,,,No,0,0,,,,#DIV/0!,United Teachers Associates,Missouri,0,,,,,,,,No,0,0,,,,#DIV/0!
1931,2251,Mid-West National Life Insurance Company of Tennessee,Kentucky,69367,773,141,0,0,0,,,,No,178325,55736.67501,6403.212816,2053.448246,0,147.6476894,Mid-West National Life Insurance Company of Tennessee,Kentucky,0,12,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
1935,2255,Pekin Life Insurance Company,Wisconsin,69424,6,4062,,,,,,,No,-1441,0,,,,-240.1666667,Pekin Life Insurance Company,Wisconsin,,3186,,,-5359,,,"($5,359.01)",No,0,0,,,,#DIV/0!
1937,2257,TransAmerica Premier Life Insurance,Georgia,69455,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Georgia,,,,,,,,,No,0,0,,,,#DIV/0!
1940,2262,Celtic Insurance Company,Arizona,69636,37,,0,0,,,,,No,14229,-503.1832156,9,2,0,397.8698166,Celtic Insurance Company,Arizona,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
1942,2264,Reliance Standard Life Insurance Company,Texas,69758,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Texas,,,,,,,,,No,0,0,,,,#DIV/0!
1943,2265,Illinois Mutual Life Insurance Company,North Dakota,69840,,,,,,,,,No,,,,,,#DIV/0!,Illinois Mutual Life Insurance Company,North Dakota,,,,,,,,,No,,,,,,#DIV/0!
1945,2269,AMERICAN FIDELITY ASSURANCE COMPANY,New York,69943,,,,,,,,,No,,,,,,#DIV/0!,AMERICAN FIDELITY ASSURANCE COMPANY,New York,,,,,,,,,No,,,,,,#DIV/0!
1949,2273,American National Insurance Company,Washington,70025,0,,0,0,,,,,No,0,0,,,0,#DIV/0!,American National Insurance Company,Washington,0,,,,,,,,No,0,0,,,,#DIV/0!
1950,2275,Union Labor Life Insurance Company,Connecticut,70086,7,,,,,,,,No,334,0,,,,47.71428571,Union Labor Life Insurance Company,Connecticut,0,,,,,,,,No,0,0,,,,#DIV/0!
1951,2276,Celtic Insurance Company,Tennessee,70111,22,,0,-3104.66,,$0.00 ,"($3,104.66)",,No,14956.34,660.5709356,198,38,0,639.080412,Celtic Insurance Company,Tennessee,0,,0,0,,,,,No,-3104.66,0,-3.924029567,-22.86242357,0,#DIV/0!
1953,2278,United American Insurance Co,Indiana,70189,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Indiana,,,,,,,,,No,0,0,,,,#DIV/0!
1956,2281,TransAmerica Premier Life Insurance,Maryland,70263,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Maryland,,,,,,,,,No,0,0,,,,#DIV/0!
1958,2283,Trustmark Insurance Company,Colorado,70337,,,,,,,,,No,,,,,,#DIV/0!,Trustmark Insurance Company,Colorado,,,,,,,,,No,,,,,,#DIV/0!
1961,2286,Reliance Standard Life Insurance Company,Pennsylvania,70406,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Pennsylvania,,,,,,,,,No,0,0,,,,#DIV/0!
1962,2287,American Heritage Life Insurance Company,Florida,70446,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Florida,,,,,,,,,No,0,0,,,,#DIV/0!
1963,2288,Transamerica Life Insurance Company,New Jersey,70450,,,,,,,,,No,,,,,,#DIV/0!,Transamerica Life Insurance Company,New Jersey,,,,,,,,,No,,,,,,#DIV/0!
1966,2292,"Independent Health Association, Inc",New York,70552,0,18361,0,0,297105,,,"$287,516.92 ",Yes,0,0,0,0,0,#DIV/0!,"Independent Health Association, Inc",New York,,10715,,,-574088,$0.00 ,,"($574,088.49)",Yes,,,,,,#DIV/0!
1969,2296,Philadelphia American Life Insurance Company,Connecticut,70636,,,,,,,,,No,,,,,,#DIV/0!,Philadelphia American Life Insurance Company,Connecticut,,,,,,,,,No,,,,,,#DIV/0!
1970,2298,The Prudential Insurance Company of America,Montana,70663,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,Montana,,,,,,,,,No,,,,,,#DIV/0!
1971,2300,Pekin Life Insurance Company,Michigan,70737,,,,,,,,,No,0,0,,,,#DIV/0!,Pekin Life Insurance Company,Michigan,,,,,,,,,No,0,0,,,,#DIV/0!
1972,2301,American States Insurance Company,Kentucky,70738,,,,,,,,,No,,52645.15,,,,#DIV/0!,American States Insurance Company,Kentucky,,,,,,,,,No,,24291.22,,,,#DIV/0!
1978,2308,Connecticut General Life Insurance Company,Indiana,70822,0,0,0,0,0,,,,No,0,-832,0,12,0,#DIV/0!,Connecticut General Life Insurance Company,Indiana,0,0,0,0,0,,,,No,0,-3,0,0,0,#DIV/0!
1981,2311,WMI Mutual Insurance Company,Arizona,70904,,470,,,-502,,,,No,0,0,,,,#DIV/0!,WMI Mutual Insurance Company,Arizona,,432,,,-47954.99,,,"($47,954.99)",No,,,,,,#DIV/0!
1985,2315,Thrivent Financial for Lutherans,Minnesota,71135,,,,,,,,,No,,,,,,#DIV/0!,Thrivent Financial for Lutherans,Minnesota,,,,,,,,,No,,,,,,#DIV/0!
1986,2316,Philadelphia American Life Insurance Company,New Hampshire,71141,,,,,,,,,No,,,,,,#DIV/0!,Philadelphia American Life Insurance Company,New Hampshire,,,,,,,,,No,,,,,,#DIV/0!
1987,2317,American Family Mutual Insurance Company,Oregon,71147,736,,,,,,,,No,153497,53022,1579,,,134.3695652,American Family Mutual Insurance Company,Oregon,0,,,,,,,,No,118,0,0,,,#DIV/0!
1988,2319,Connecticut General Life Insurance Company,South Dakota,71159,12,0,0,0,0,,,,No,-14,-86,0,0,0,6,Connecticut General Life Insurance Company,South Dakota,0,0,0,0,0,,,,No,60,102,0,0,0,#DIV/0!
1991,2322,Humana Insurance Company,Wyoming,71260,,,,,,,,,No,0,0,,,,#DIV/0!,Humana Insurance Company,Wyoming,,,,,,,,,No,0,0,,,,#DIV/0!
1992,2323,Southwest Life & Health Insurance Co.,Louisiana,71263,0,0,,,,,,,No,0,0,,,,#DIV/0!,Southwest Life & Health Insurance Co.,Louisiana,,,,,,,,,No,,,,,,#DIV/0!
1997,2329,United American Insurance Co,Oregon,71369,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Oregon,,,,,,,,,No,0,0,,,,#DIV/0!
1999,2331,"Avera Health Plans, Inc. ",Nebraska,71429,,115,0,0,0,,,,No,0,0,,,,#DIV/0!,"Avera Health Plans, Inc. ",Nebraska,,,,,,,,,No,,,,,,#DIV/0!
2000,2332,United American Insurance Co,Virginia,71457,,,,,,,,,No,0,0,,,,#DIV/0!,United American Insurance Co,Virginia,,,,,,,,,No,0,0,,,,#DIV/0!
2002,2334,Humana Insurance Company,West Virginia,71488,,,,,,,,,No,0,0,,,,#DIV/0!,Humana Insurance Company,West Virginia,,,,,,,,,No,0,0,,,,#DIV/0!
2003,2335,Unified Life Insurance Company,Indiana,71518,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!,Unified Life Insurance Company,Indiana,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
2005,2337,Kaiser Permanente Insurance Company,Virginia,71562,,,,,,,,,No,,,,,,#DIV/0!,Kaiser Permanente Insurance Company,Virginia,,,,,,,,,No,,,,,,#DIV/0!
2006,2340,"HPHC Insurance Company, Inc.",New Hampshire,71616,0,90892,,,1521698,,,"$1,521,697.59 ",No,0,0,0,0,0,#DIV/0!,"HPHC Insurance Company, Inc.",New Hampshire,,75757,0,0,1875267,,,"$1,875,267.30 ",No,0,0,,,,#DIV/0!
2008,2342,New York Life Insurance Company,United States Virgin Islands,71646,0,,,,,,,,No,-557.5074275,101286,,,,#DIV/0!,New York Life Insurance Company,United States Virgin Islands,0,0,0,0,0,,,,No,0,-341,0,0,0,#DIV/0!
2012,2346,AMERICAN FIDELITY ASSURANCE COMPANY,Louisiana,71822,,,,,,,,,No,,,,,,#DIV/0!,AMERICAN FIDELITY ASSURANCE COMPANY,Louisiana,,,,,,,,,No,,,,,,#DIV/0!
2016,2350,American Republic Insurance Company,Connecticut,71879,,,,,,,,,No,,,,,,#DIV/0!,American Republic Insurance Company,Connecticut,,,,,,,,,No,,,,,,#DIV/0!
2017,2351,American National Insurance Company,Maryland,71969,0,,0,0,,,,,No,0,0,,,0,#DIV/0!,American National Insurance Company,Maryland,0,,,,,,,,No,0,0,,,,#DIV/0!
2019,2353,The Prudential Insurance Company of America,Pennsylvania,72071,,,,,,,,,No,,,,,,#DIV/0!,The Prudential Insurance Company of America,Pennsylvania,,,,,,,,,No,,,,,,#DIV/0!
2023,2357,WMI Mutual Insurance Company,Idaho,72114,,785,,,,,,,No,0,0,,,,#DIV/0!,WMI Mutual Insurance Company,Idaho,,768,,,,,,,No,,,,,,#DIV/0!
2024,2358,TransAmerica Premier Life Insurance,Louisiana,72134,,,,,,,,,No,0,0,,,,#DIV/0!,TransAmerica Premier Life Insurance,Louisiana,,,,,,,,,No,0,0,,,,#DIV/0!
2025,2359,"Independence Hospital Indemnity Plan, Inc.",Pennsylvania,72145,26862,,,,,,,,Yes,2869678,5699078.97,,,,-105.3309869,"Independence Hospital Indemnity Plan, Inc.",Pennsylvania,,,,,,,,,Yes,307226,97545,,,,#DIV/0!
2028,2364,American Heritage Life Insurance Company,Tennessee,72220,,,,,,,,,No,0,0,,,,#DIV/0!,American Heritage Life Insurance Company,Tennessee,,,,,,,,,No,0,0,,,,#DIV/0!
2029,2365,Unified Life Insurance Company,Nebraska,72234,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!,Unified Life Insurance Company,Nebraska,0,,0,0,,,,,No,0,0,0,0,0,#DIV/0!
2030,2366,American States Insurance Company,Idaho,72235,,,,,,,,,No,,53473.85,,,,#DIV/0!,American States Insurance Company,Idaho,,,,,,,,,No,,11583.91,,,,#DIV/0!
2031,2367,Reliance Standard Life Insurance Company,Tennessee,72254,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,Tennessee,,,,,,,,,No,0,0,,,,#DIV/0!
2038,2375,AMERICAN FIDELITY ASSURANCE COMPANY,Arkansas,72347,,,,,,,,,No,,,,,,#DIV/0!,AMERICAN FIDELITY ASSURANCE COMPANY,Arkansas,,,,,,,,,No,,,,,,#DIV/0!
2040,2378,American Income Life Insurance Co,Virginia,72423,,,,,,,,,No,0,0,,,,#DIV/0!,American Income Life Insurance Co,Virginia,,,,,,,,,No,0,0,,,,#DIV/0!
2041,2379,Globe Life and Accident Insurance Co,New Mexico,72431,,,,,,,,,No,0,0,,,,#DIV/0!,Globe Life and Accident Insurance Co,New Mexico,,,,,,,,,No,0,0,,,,#DIV/0!
2042,2380,All Savers Insurance Company,North Carolina,72487,0,1217,0,0,-30949.45,,,"($30,949.45)",No,0,0,0,0,0,#DIV/0!,All Savers Insurance Company,North Carolina,0,780,0,0,-102300.28,,,"($102,300.28)",No,0,0,0,0,0,#DIV/0!
2043,2381,Trustmark Insurance Company,Indiana,72542,,,,,,,,,No,,,,,,#DIV/0!,Trustmark Insurance Company,Indiana,,,,,,,,,No,,,,,,#DIV/0!
2046,2384,WMI Mutual Insurance Company,Washington,72580,,286,,,,,,,No,0,0,,,,#DIV/0!,WMI Mutual Insurance Company,Washington,,,,,,,,,No,,,,,,#DIV/0!
2049,2387,Reliance Standard Life Insurance Company,New Jersey,72667,,,,,,,,,No,0,0,,,,#DIV/0!,Reliance Standard Life Insurance Company,New Jersey,,,,,,,,,No,0,0,,,,#DIV/0!
2051,2389,"QualChoice Life and Health Insurance Company, Inc.",Arkansas,72740,,14005,,,-83388.75,,,,No,0,0,,,,#DIV/0!,"QualChoice Life and Health Insurance Company, Inc.",Arkansas,149251,15283,4993056.46,-2751129.36,-17495.48,,,,No,59990032.46,78175702.05,7104179.27,290105.8,,#DIV/0!
2052,2390,New Era Life Insurance Company,Washington,72772,,,,,,,,,No,,,,,,#DIV/0!,New Era Life Insurance Company,Washington,,,,,,,,,No,,,,,,#DIV/0!
2056,2395,John Alden Life Insurance Company,Rhode Island,72872,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!,John Alden Life Insurance Company,Rhode Island,0,0,0,0,0,,,,No,0,0,0,0,0,#DIV/0!
2057,2396,4 Ever Life Insurance Company,Michigan,72888,138965,,,,,,,,No,43699144,36566532,,,,51.32667938,4 Ever Life Insurance Company,Michigan,0,,,,,,,,No,751102,0,,,,#DIV/0!
