,Company Name_x,State_x,HIOS ID,MM Individual_x,MM Small Group_x,Expected Reinsurance_x,Expected Risk Adjustment Individual_x,Expected Risk Adjustment Small Group_x,Actual Reinsurance_x,Actual Risk Adjustment Individual_x,Actual Risk Adjustment Small Group_x,Nonprofit_x,Expected Reinsurance Per Member Month_x,Actual Reinsurance Per Member Month_x,Expected Risk Adjustment Per Member Month Individual_x,Actual Risk Adjustment Per Member Month Individual_x,Expected Risk Adjustment Per Member Month Small Group_x,Actual Risk Adjustment Per Member Month Small Group_x,Difference in Reinsurance Per Member Month_x,Difference in Risk Adjustment Individual Per Member Month_x,Difference in Risk Adjustment Small Group Per Member Month_x,Total Loss 2014,Company Name_y,State_y,MM Individual_y,MM Small Group_y,Expected Reinsurance_y,Expected Risk Adjustment Individual_y,Expected Risk Adjustment Small Group_y,Actual Reinsurance_y,Actual Risk Adjustment Individual_y,Actual Risk Adjustment Small Group_y,Nonprofit_y,Expected Reinsurance Per Member Month_y,Actual Reinsurance Per Member Month_y,Expected Risk Adjustment Per Member Month Individual_y,Actual Risk Adjustment Per Member Month Individual_y,Expected Risk Adjustment Per Member Month Small Group_y,Actual Risk Adjustment Per Member Month Small Group_y,Difference in Reinsurance Per Member Month_y,Difference in Risk Adjustment Individual Per Member Month_y,Difference in Risk Adjustment Small Group Per Member Month_y
374,Pan-American Life Insurance Company of Puerto Rico,Puerto Rico,66148.0,,35259.0,,,,,,,No,,,,,0.0,0.0,,,0.0,0,Pan-American Life Insurance Company of Puerto Rico,Puerto Rico,,15713.0,,,,,,,No,,,,,0.0,0.0,,,0.0
375,Nippon Life Insurance Company of America,New York,88713.0,,34863.0,,,,,,,No,,,,,0.0,0.0,,,0.0,0,Nippon Life Insurance Company of America,New York,,0.0,,,0.0,,,,No,,,,,,,,,
376,Federated Mutual Insurance Company,North Carolina,24588.0,12.0,34675.0,0.0,0.0,-269581.82,,,-269581.82,No,0.0,,0.0,,-7.77,-7.77,,,0.0,,Federated Mutual Insurance Company,North Carolina,1.0,42963.0,0.0,0.0,236116.42,,,236116.42,No,0.0,,0.0,,5.5,5.5,,,0.0
377,Physicians Benefits Trust Life Insurance Company,Illinois,49761.0,,34656.0,,,,,,,No,,,,,0.0,0.0,,,0.0,0,Physicians Benefits Trust Life Insurance Company,Illinois,,0.0,,,,,,,No,,,,,,,,,
378,Time Insurance Company,Wyoming,29941.0,58833.0,34096.0,5301137.0,36705.0,594177.0,5301137.18,36704.98,594176.69,No,90.1,90.1,0.62,0.62,17.43,17.43,0.0,0.0,0.0,5932018.85,Time Insurance Company,Wyoming,24048.0,28773.0,1887433.0,1254914.0,646261.0,1888415.67,1254913.51,646260.58,No,78.49,78.53,52.18,52.18,22.46,22.46,0.04,0.0,0.0
379,Aetna Life Insurance Company,Alaska,11082.0,10131.0,33718.0,120363.61,-52362.57,22831.39,120363.61,-52362.57,22831.39,No,11.88,11.88,-5.17,-5.17,0.68,0.68,0.0,0.0,0.0,90832.43,Aetna Life Insurance Company,Alaska,2906.0,21271.0,0.0,-34550.55,557129.07,0.0,-34550.55,557129.08,No,0.0,0.0,-11.89,-11.89,26.19,26.19,0.0,0.0,0.0
380,Time Insurance Company,Nebraska,19524.0,80452.0,33556.0,2775559.0,654497.0,128515.0,2775559.37,654497.47,128514.67,No,34.5,34.5,8.14,8.14,3.83,3.83,0.0,0.0,0.0,3558571.51,Time Insurance Company,Nebraska,80376.0,23547.0,4732170.0,4043577.0,241464.0,4734632.44,6667658.89,883774.73,No,58.88,58.91,50.31,82.96,10.25,37.53,0.03,32.65,27.28
381,"Hometown Health Providers Insurance Company, Inc.",Nevada,85266.0,6053.0,32964.0,234356.0,248604.0,-318075.0,234356.21,248604.41,-318074.62,No,38.72,38.72,41.07,41.07,-9.65,-9.65,0.0,0.0,0.0,164886,"Hometown Health Providers Insurance Company, Inc.",Nevada,3534.0,60181.0,221193.0,397249.0,-1757924.0,217980.45,397248.75,-1757923.69,No,62.59,61.68,112.41,112.41,-29.21,-29.21,-0.91,0.0,0.0
382,USAble Mutual Insurance Company,Texas,81795.0,,32953.0,,,-13955.11,,,-13955.11,Yes,,,,,-0.42,-0.42,,,0.0,,USAble Mutual Insurance Company,Texas,,31442.0,,,-96511.51,,,-96511.51,Yes,,,,,-3.07,-3.07,,,0.0
383,Optimum Choice Inc.,Virginia,24251.0,898.0,32934.0,0.0,0.0,514379.0,,,514379.01,No,0.0,,0.0,,15.62,15.62,,,0.0,,Optimum Choice Inc.,Virginia,560.0,30869.0,0.0,0.0,-358194.95,,,-358194.95,No,0.0,,0.0,,-11.6,-11.6,,,0.0
384,UnitedHealthcare Insurance Company,Massachusetts,31779.0,1789.0,32322.0,0.0,0.0,-1635227.27,0.0,,,No,0.0,0.0,0.0,,-50.59,,0.0,,,,UnitedHealthcare Insurance Company,Massachusetts,5476.0,40095.0,201831.79,-22322.05,-949799.09,201936.84,,,No,36.86,36.88,-4.08,,-23.69,,0.02,,
385,Colorado Choice Health Plans,Colorado,63312.0,63856.0,32144.0,6252606.0,-4578461.0,-534596.0,6252605.7,-4578461.04,-534596.16,Yes,97.92,97.92,-71.7,-71.7,-16.63,-16.63,0.0,0.0,0.0,1139548.5,Colorado Choice Health Plans,Colorado,65551.0,29964.0,4663399.0,1015914.0,-1750014.0,4665826.16,1562462.46,-1750013.59,Yes,71.14,71.18,15.5,23.84,-58.4,-58.4,0.04,8.34,0.0
386,Coventry Health & Life Insurance Company,North Carolina,94459.0,32.0,31940.0,0.0,0.0,-206038.71,,,-206038.72,No,0.0,,0.0,,-6.45,-6.45,,,0.0,,Coventry Health & Life Insurance Company,North Carolina,36.0,15301.0,0.0,0.0,-154381.2,,,-154381.2,No,0.0,,0.0,,-10.09,-10.09,,,0.0
387,Aetna Life Insurance Company,Missouri,48161.0,21388.0,31802.0,0.0,0.0,228766.81,,,228766.81,No,0.0,,0.0,,7.19,7.19,,,0.0,,Aetna Life Insurance Company,Missouri,7897.0,21933.0,0.0,0.0,258345.46,,,258345.46,No,0.0,,0.0,,11.78,11.78,,,0.0
388,Time Insurance Company,Georgia,20544.0,165411.0,31215.0,8301135.0,4104599.0,462397.0,8301134.79,4104599.26,462396.82,No,50.18,50.18,24.81,24.81,14.81,14.81,0.0,0.0,0.0,12868130.87,Time Insurance Company,Georgia,176902.0,23198.0,12623716.0,10590786.0,-240775.0,12630285.95,10590785.72,-237705.68,No,71.36,71.4,59.87,59.87,-10.38,-10.25,0.04,0.0,0.13
389,Health Republic Insurance Company,Oregon,96383.0,28898.0,30386.0,,,,4065274.13,1765810.56,-3017355.7,Yes,0.0,140.68,0.0,61.1,0.0,-99.3,140.68,61.1,-99.3,2813728.99,Health Republic Insurance Company,Oregon,48710.0,103730.0,4597476.0,4811777.0,-6718133.0,4599868.44,4811777.33,-6718133.3,Yes,94.38,94.43,98.78,98.78,-64.77,-64.77,0.05,0.0,0.0
390,Physicians Health Plan,Michigan,60829.0,443.0,30328.0,,-76724.0,-681491.0,0.0,-76724.32,-681491.41,Yes,0.0,0.0,-173.19,-173.19,-22.47,-22.47,0.0,0.0,0.0,-758215.73,Physicians Health Plan,Michigan,12200.0,49137.0,188387.16,-347998.34,-665160.05,188485.2,-347998.34,-665160.05,Yes,15.44,15.45,-28.52,-28.52,-13.54,-13.54,0.01,0.0,0.0
391,"Evergreen Health Cooperative, Inc.",Maryland,72564.0,4194.0,30240.0,311875.0,-360466.0,-2391588.16,311875.67,-360466.32,,Yes,74.36,74.36,-85.95,-85.95,-79.09,,0.0,0.0,,,"Evergreen Health Cooperative, Inc.",Maryland,47868.0,192165.0,725536.0,-3443885.0,-20769949.0,725913.47,-3443885.2,-20766948.84,Yes,15.16,15.16,-71.95,-71.95,-108.08,-108.07,0.01,0.0,0.02
392,Coventry Health & Life Insurance Company,Iowa,51820.0,24.0,29873.0,0.0,0.0,-19282.25,,,-19282.26,No,0.0,,0.0,,-0.65,-0.65,,,0.0,,Coventry Health & Life Insurance Company,Iowa,29.0,11476.0,0.0,0.0,-13857.81,0.0,,-13857.81,No,0.0,0.0,0.0,,-1.21,-1.21,0.0,,0.0
393,"The Health Plan of the Upper Ohio Valley, Inc.",Ohio,83396.0,1552.0,29460.0,0.0,0.0,0.0,0.0,37488.57,-262670.99,Yes,0.0,0.0,0.0,24.16,0.0,-8.92,0.0,24.16,-8.92,-225182.42,"The Health Plan of the Upper Ohio Valley, Inc.",Ohio,1491.0,25050.0,7872.0,-74716.0,-306669.0,7876.07,-74715.6,-306668.86,Yes,5.28,5.28,-50.11,-50.11,-12.24,-12.24,0.0,0.0,0.0
394,Nippon Life Insurance Company of America,Ohio,56073.0,,29311.0,,,-200278.3,,,-200278.3,No,,,,,-6.83,-6.83,,,0.0,,Nippon Life Insurance Company of America,Ohio,,5935.0,,,-356412.77,,,-356412.77,No,,,,,-60.05,-60.05,,,0.0
395,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Missouri,86686.0,840.0,29216.0,,,,,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"GOOD HEALTH HMO, INC. d/b/a BLUE CARE, INC.",Missouri,32.0,1716.0,,,,,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Companion Life Insurance Company,Michigan,26380.0,16475.0,28899.0,,,,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Companion Life Insurance Company,Michigan,114.0,274.0,,,,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Triple-S Salud Inc.,United States Virgin Islands,83991.0,,28552.0,,,,,,,No,,,,,0.0,0.0,,,0.0,0,Triple-S Salud Inc.,United States Virgin Islands,,25047.0,,,,,,,No,,,,,0.0,0.0,,,0.0
398,US Health and Life Insurance Company,Wisconsin,22554.0,,28026.0,,,,,,-5690.86,No,,,,,0.0,-0.2,,,-0.2,,US Health and Life Insurance Company,Wisconsin,,3434.0,,,,,,-3848.16,No,,,,,0.0,-1.12,,,-1.12
399,UnitedHealthcare Insurance Company of New York,New York,54297.0,3852.0,27664.0,0.0,0.0,-449759.54,,,-454374.0,No,0.0,,0.0,,-16.26,-16.42,,,-0.17,,UnitedHealthcare Insurance Company of New York,New York,1284.0,29968.0,71590.71,-7577.79,-207851.87,71627.97,-7577.79,-207851.87,No,55.76,55.79,-5.9,-5.9,-6.94,-6.94,0.03,0.0,0.0
400,"Medical Associates Health Plan, Inc",Iowa,50735.0,12.0,27522.0,,,-285469.43,,,-285469.43,No,0.0,,0.0,,-10.37,-10.37,,,0.0,,"Medical Associates Health Plan, Inc",Iowa,12.0,26641.0,,,150195.0,0.0,,370973.92,No,0.0,0.0,0.0,,5.64,13.92,0.0,,8.29
401,Sanford Health Plan,North Dakota,89364.0,12835.0,27498.0,300927.77,128336.66,871040.84,300927.77,128336.66,871040.84,Yes,23.45,23.45,10.0,10.0,31.68,31.68,0.0,0.0,0.0,1300305.27,Sanford Health Plan,North Dakota,28955.0,59864.0,935206.97,-728919.89,-429914.25,935693.69,-728919.89,-429914.25,Yes,32.3,32.32,-25.17,-25.17,-7.18,-7.18,0.02,0.0,0.0
402,ConnectiCare of Massachusetts,Massachusetts,88950.0,,27330.0,,,-1243000.0,0.0,,,No,,,,,-45.48,,,,,,ConnectiCare of Massachusetts,Massachusetts,,16520.0,,,-149032.86,0.0,,,No,,,,,-9.02,,,,
403,Federated Mutual Insurance Company,Nebraska,47340.0,0.0,27279.0,0.0,0.0,-43990.66,,,-43990.66,No,,,,,-1.61,-1.61,,,0.0,,Federated Mutual Insurance Company,Nebraska,0.0,41772.0,0.0,0.0,-1283549.38,,,-1283549.38,No,,,,,-30.73,-30.73,,,0.0
404,Federated Mutual Insurance Company,Iowa,41397.0,0.0,27096.0,0.0,0.0,-24092.66,,,-24092.66,No,,,,,-0.89,-0.89,,,0.0,,Federated Mutual Insurance Company,Iowa,0.0,23378.0,0.0,0.0,-76811.45,,,-76811.45,No,,,,,-3.29,-3.29,,,0.0
405,John Alden Life Insurance Company,Michigan,79970.0,11153.0,26951.0,0.0,0.0,-155330.0,,,-155335.89,No,0.0,,0.0,,-5.76,-5.76,,,0.0,,John Alden Life Insurance Company,Michigan,7574.0,19937.0,0.0,0.0,-25243.0,,,-25243.15,No,0.0,,0.0,,-1.27,-1.27,,,0.0
406,Health Tradition Health Plan,Wisconsin,47342.0,37196.0,26371.0,4487322.0,-626288.0,-69765.0,4487321.8,-626288.42,-69764.62,No,120.64,120.64,-16.84,-16.84,-2.65,-2.65,0.0,0.0,0.0,3791268.76,Health Tradition Health Plan,Wisconsin,69211.0,44324.0,5970215.0,-4413566.0,-781267.0,5973322.11,-4413566.24,-781266.69,No,86.26,86.31,-63.77,-63.77,-17.63,-17.63,0.04,0.0,0.0
407,Aetna Health Inc. (a Pennsylvania corporation),North Carolina,61671.0,115.0,26228.0,0.0,0.0,207989.26,,,207989.26,No,0.0,,0.0,,7.93,7.93,,,0.0,,Aetna Health Inc. (a Pennsylvania corporation),North Carolina,77.0,7216.0,0.0,0.0,-322190.73,,,-322190.74,No,0.0,,0.0,,-44.65,-44.65,,,0.0
408,"UPMC Health Network, Inc.",Pennsylvania,16481.0,5614.0,26106.0,921883.53,541631.59,1137929.73,921883.53,541631.59,1137929.73,Yes,164.21,164.21,96.48,96.48,43.59,43.59,0.0,0.0,0.0,2601444.85,"UPMC Health Network, Inc.",Pennsylvania,10.0,31026.0,,0.0,,0.0,,-1036677.48,Yes,0.0,0.0,0.0,,0.0,-33.41,0.0,,-33.41
409,"Inter-County Health Plan, Inc",Pennsylvania,65698.0,913.0,25957.0,0.0,0.0,-278204.0,,,,Yes,0.0,0.0,0.0,0.0,-10.72,0.0,0.0,0.0,10.72,0,"Inter-County Health Plan, Inc",Pennsylvania,660.0,16375.0,0.0,0.0,-147586.0,,,,Yes,0.0,0.0,0.0,0.0,-9.01,0.0,0.0,0.0,9.01
410,Federated Mutual Insurance Company,Tennessee,83463.0,0.0,25844.0,0.0,0.0,-134889.4,,,-134889.4,No,,,,,-5.22,-5.22,,,0.0,,Federated Mutual Insurance Company,Tennessee,0.0,29848.0,0.0,0.0,414552.78,,,414552.78,No,,,,,13.89,13.89,,,0.0
411,"UnitedHealthcare of Ohio, Inc",Kentucky,45920.0,350.0,25773.0,0.0,0.0,-48790.44,,,-48790.45,No,0.0,,0.0,,-1.89,-1.89,,,0.0,,"UnitedHealthcare of Ohio, Inc",Kentucky,314.0,23206.0,0.0,0.0,-293318.64,,,-293318.64,No,0.0,,0.0,,-12.64,-12.64,,,0.0
412,"Inter-County Hospitalization Plan, Inc",Pennsylvania,48788.0,1266.0,25732.0,0.0,0.0,-540044.0,,,-818247.52,Yes,0.0,,0.0,,-20.99,-31.8,,,-10.81,,"Inter-County Hospitalization Plan, Inc",Pennsylvania,994.0,15714.0,0.0,0.0,-361333.0,,,-508919.29,Yes,0.0,,0.0,,-22.99,-32.39,,,-9.39
413,Time Insurance Company,Alaska,38596.0,21876.0,25471.0,1558729.0,-922848.0,-317716.0,1558728.91,-922848.49,-317715.76,No,71.25,71.25,-42.19,-42.19,-12.47,-12.47,0.0,0.0,0.0,318164.66,Time Insurance Company,Alaska,18660.0,18371.0,1166760.0,-2908794.0,-1465993.0,1167367.38,-2908793.99,-1465993.25,No,62.53,62.56,-155.88,-155.88,-79.8,-79.8,0.03,0.0,0.0
414,"VIVA Health, Inc.",Alabama,93018.0,,25433.0,,,-1714075.0,,,-1714074.57,Yes,,,,,-67.4,-67.4,,,0.0,,"VIVA Health, Inc.",Alabama,,32297.0,,,-782962.27,,,-782962.27,Yes,,,,,-24.24,-24.24,,,0.0
415,PHP Insurance Company,Michigan,20662.0,,25176.0,,,-127949.0,,,-127949.2,No,,,,,-5.08,-5.08,,,0.0,,PHP Insurance Company,Michigan,,28751.0,,,-40531.33,,,-40531.33,No,,,,,-1.41,-1.41,,,0.0
416,Tufts Insurance Company,Massachusetts,38712.0,5487.0,24883.0,1677442.0,293378.0,1330440.0,1677442.23,,,No,305.71,305.71,53.47,,53.47,,0.0,,,,Tufts Insurance Company,Massachusetts,5867.0,25535.0,1002074.0,468303.0,2038202.0,1002595.01,,,No,170.8,170.89,79.82,,79.82,,0.09,,
417,John Alden Life Insurance Company,Alaska,62637.0,1557.0,24712.0,0.0,0.0,78963.0,,,78962.62,No,0.0,,0.0,,3.2,3.2,,,0.0,,John Alden Life Insurance Company,Alaska,1050.0,13952.0,0.0,0.0,607207.0,,,607207.25,No,0.0,,0.0,,43.52,43.52,,,0.0
418,UnitedHealthcare of New England Inc.,Rhode Island,79881.0,2469.0,24434.0,0.0,-639.42,-1100018.84,,,-1100658.25,No,0.0,,-0.26,,-45.02,-45.05,,,-0.03,,UnitedHealthcare of New England Inc.,Rhode Island,14930.0,52255.0,204999.6,-1114129.21,-4103256.98,205106.29,-1072057.02,-4145329.17,No,13.73,13.74,-74.62,-71.81,-78.52,-79.33,0.01,2.82,-0.81
419,Blue Cross Blue Shield of Wisconsin,Wisconsin,90028.0,57887.0,24396.0,0.0,0.0,-33656.0,,,-33656.01,No,0.0,,0.0,,-1.38,-1.38,,,0.0,,Blue Cross Blue Shield of Wisconsin,Wisconsin,34379.0,33265.0,0.0,0.0,-163325.2,,,-163325.2,No,0.0,,0.0,,-4.91,-4.91,,,0.0
420,Sanford Health Plan,South Dakota,31195.0,62624.0,24326.0,2844814.58,-802074.46,26954.59,2844814.58,-802074.46,26954.59,Yes,45.43,45.43,-12.81,-12.81,1.11,1.11,0.0,0.0,0.0,2069694.71,Sanford Health Plan,South Dakota,53788.0,30143.0,1911821.64,201919.38,225580.0,1912816.62,201919.38,225580.45,Yes,35.54,35.56,3.75,3.75,7.48,7.48,0.02,0.0,0.0
421,"MVP Health Plan, Inc",Vermont,77566.0,37565.0,23402.0,2249313.0,-2670249.0,-2670249.0,,,,Yes,59.88,0.0,-71.08,0.0,-114.1,0.0,-59.88,71.08,114.1,0,"MVP Health Plan, Inc",Vermont,37958.0,27386.0,1844903.0,-581288.0,,,,,Yes,48.6,0.0,-15.31,0.0,0.0,0.0,-48.6,15.31,0.0
422,"Coordinated Health Mutual, Inc.",Ohio,16204.0,19320.0,23358.0,929483.0,-1262070.0,-2121774.0,929483.49,-1262069.95,-2121774.3,Yes,48.11,48.11,-65.32,-65.32,-90.84,-90.84,0.0,0.0,0.0,-2454360.76,"Coordinated Health Mutual, Inc.",Ohio,192418.0,62497.0,15340572.0,-3985496.0,-3214449.0,15348555.75,-3985495.69,-3214448.51,Yes,79.73,79.77,-20.71,-20.71,-51.43,-51.43,0.04,0.0,0.0
423,All Savers Insurance Company,Michigan,52670.0,0.0,22978.0,0.0,0.0,-19155.16,,,-19155.16,No,,,,,-0.83,-0.83,,,0.0,,All Savers Insurance Company,Michigan,0.0,13368.0,0.0,0.0,-116036.56,,,-116036.56,No,,,,,-8.68,-8.68,,,0.0
424,Cox Health Systems Insurance Company,Missouri,96384.0,101891.0,22942.0,1265068.0,-173675.0,-164283.0,1265068.01,-173675.23,-164283.18,No,12.42,12.42,-1.7,-1.7,-7.16,-7.16,0.0,0.0,0.0,927109.6,Cox Health Systems Insurance Company,Missouri,120726.0,31560.0,1953916.0,-1884389.93,-1229766.58,1954932.69,-1884389.93,-1229766.58,Yes,16.18,16.19,-15.61,-15.61,-38.97,-38.97,0.01,0.0,0.0
425,Medical Associates Health Plan of WI,Wisconsin,64772.0,,22923.0,,,-494521.63,,,-494521.63,Yes,,,,,-21.57,-21.57,,,0.0,,Medical Associates Health Plan of WI,Wisconsin,,23051.0,,,-696242.0,,,-696241.56,Yes,,,,,-30.2,-30.2,,,0.0
426,New Mexico Health Connections,New Mexico,93091.0,72246.0,22648.0,3178238.0,-4834622.0,-1832176.0,3178238.43,-4834621.72,-1832176.28,Yes,43.99,43.99,-66.92,-66.92,-80.9,-80.9,0.0,0.0,0.0,-3488559.57,New Mexico Health Connections,New Mexico,237567.0,107378.0,5518706.0,-11035028.0,-3534468.0,5515873.35,-11035028.09,-3534467.65,Yes,23.23,23.22,-46.45,-46.45,-32.92,-32.92,-0.01,0.0,0.0
427,John Alden Life Insurance Company,Wyoming,72208.0,4031.0,22626.0,0.0,0.0,45022.0,,,45022.01,No,0.0,,0.0,,1.99,1.99,,,0.0,,John Alden Life Insurance Company,Wyoming,1938.0,12664.0,0.0,0.0,599763.0,,,599763.48,No,0.0,,0.0,,47.36,47.36,,,0.0
428,Coventry Health & Life Insurance Company,Tennessee,78575.0,10611.0,22295.0,28787.96,-57779.81,-53103.05,28787.96,-57779.81,-53103.05,No,2.71,2.71,-5.45,-5.45,-2.38,-2.38,0.0,0.0,0.0,-82094.9,Coventry Health & Life Insurance Company,Tennessee,0.0,908.0,0.0,0.0,0.0,,,,No,,,,,0.0,0.0,,,0.0
429,Regence BlueCross BlueShield of Oregon,Washington,71281.0,39006.0,21425.0,3168816.0,1954592.0,-172938.0,3168816.2,1956765.45,-175111.08,Yes,81.24,81.24,50.11,50.17,-8.07,-8.17,0.0,0.06,-0.1,4950470.57,Regence BlueCross BlueShield of Oregon,Washington,52337.0,11196.0,2904053.0,1303075.0,804796.0,2905564.38,1286238.74,821632.25,Yes,55.49,55.52,24.9,24.58,71.88,73.39,0.03,-0.32,1.5
430,Chinese Community Health Plan,California,47579.0,141014.0,21332.0,1824095.22,-16711278.78,-3067299.341,1824095.22,-16711278.79,-3067299.35,No,12.94,12.94,-118.51,-118.51,-143.79,-143.79,0.0,0.0,0.0,-17954482.92,Chinese Community Health Plan,California,155023.0,23217.0,2643378.04,-28712244.96,-1540420.81,2569834.4,-28712244.96,-1540479.6,No,17.05,16.58,-185.21,-185.21,-66.35,-66.35,-0.47,0.0,0.0
431,"UnitedHealthcare Plan of the River Valley, Inc.",Tennessee,35351.0,200.0,21186.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"UnitedHealthcare Plan of the River Valley, Inc.",Tennessee,130.0,12383.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Network Health Insurance Corporation,Wisconsin,35166.0,6115.0,20736.0,0.0,0.0,0.0,,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Network Health Insurance Corporation,Wisconsin,4873.0,18173.0,0.0,0.0,0.0,,,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Federated Mutual Insurance Company,Virginia,13433.0,6.0,20490.0,0.0,0.0,-385476.13,,,-385476.13,No,0.0,,0.0,,-18.81,-18.81,,,0.0,,Federated Mutual Insurance Company,Virginia,0.0,35885.0,0.0,0.0,-1377421.98,,,-1377421.98,No,,,,,-38.38,-38.38,,,0.0
434,Federated Mutual Insurance Company,Kansas,96352.0,0.0,20453.0,0.0,0.0,-171528.97,,,-171528.97,No,,,,,-8.39,-8.39,,,0.0,,Federated Mutual Insurance Company,Kansas,0.0,22811.0,0.0,0.0,-229788.82,,,-229788.82,No,,,,,-10.07,-10.07,,,0.0
435,Capital Advantage Insurance Company,Pennsylvania,82795.0,21237.0,20418.0,4230863.0,3395486.14,-38117.0,4230862.57,3395486.14,-38116.73,No,199.22,199.22,159.89,159.89,-1.87,-1.87,0.0,0.0,0.0,7588231.98,Capital Advantage Insurance Company,Pennsylvania,0.0,4490.0,0.0,0.0,84422.0,0.0,,84421.79,No,,,,,18.8,18.8,,,0.0
436,Consumers Mutual Insurance of Michigan,Michigan,41895.0,2011.0,19992.0,252541.02,122480.23,-1252756.84,252541.02,122480.23,-1252756.84,No,125.58,125.58,60.91,60.91,-62.66,-62.66,0.0,0.0,0.0,-877735.59,Consumers Mutual Insurance of Michigan,Michigan,66465.0,77527.0,2287097.0,-7071365.0,-1699991.0,2288287.67,-7071364.84,-1699990.62,Yes,34.41,34.43,-106.39,-106.39,-21.93,-21.93,0.02,0.0,0.0
437,John Alden Life Insurance Company,Ohio,50498.0,8221.0,19820.0,0.0,0.0,6795.0,,,6795.41,No,0.0,,0.0,,0.34,0.34,,,0.0,,John Alden Life Insurance Company,Ohio,5339.0,10131.0,0.0,0.0,109425.0,,,109425.34,No,0.0,,0.0,,10.8,10.8,,,0.0
438,John Alden Life Insurance Company,Arizona,73893.0,4129.0,19748.0,0.0,0.0,700896.0,,,700477.89,No,0.0,,0.0,,35.49,35.47,,,-0.02,,John Alden Life Insurance Company,Arizona,2690.0,12255.0,0.0,0.0,497885.0,,,543121.99,No,0.0,,0.0,,40.63,44.32,,,3.69
439,Aetna Health Inc. (a Pennsylvania corporation),Nevada,19298.0,61.0,19627.0,0.0,0.0,8660.02,,,8649.73,No,0.0,,0.0,,0.44,0.44,,,0.0,,Aetna Health Inc. (a Pennsylvania corporation),Nevada,8373.0,6474.0,44569.5,-1143730.02,261732.04,44592.7,-1143730.03,261732.04,No,5.32,5.33,-136.6,-136.6,40.43,40.43,0.0,0.0,0.0
440,UnitedHealthcare Insurance Company,Alaska,80049.0,48.0,19426.0,0.0,-12102.05,323584.32,,,311482.27,No,0.0,,-252.13,,16.66,16.03,,,-0.62,,UnitedHealthcare Insurance Company,Alaska,63.0,15344.0,0.0,-98113.1,-659408.7,,,-757521.8,No,0.0,,-1557.35,,-42.98,-49.37,,,-6.39
441,Coventry Health & Life Insurance Company,Nevada,49021.0,43511.0,19388.0,145981.41,-1015221.05,-385390.8,145981.41,-1015221.06,-385400.28,No,3.36,3.36,-23.33,-23.33,-19.88,-19.88,0.0,0.0,0.0,-1254639.93,Coventry Health & Life Insurance Company,Nevada,0.0,9177.0,0.0,0.0,-282676.61,0.0,,-282676.61,No,,,,,-30.8,-30.8,,,0.0
442,Federated Mutual Insurance Company,Oklahoma,27243.0,0.0,19387.0,0.0,0.0,-117688.7,,,-117688.7,No,,,,,-6.07,-6.07,,,0.0,,Federated Mutual Insurance Company,Oklahoma,0.0,20746.0,0.0,0.0,-492319.02,,,-492326.98,No,,,,,-23.73,-23.73,,,0.0
443,Cigna Health and Life Insurance Company,Utah,81808.0,42.0,19310.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Cigna Health and Life Insurance Company,Utah,24.0,10740.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,UnitedHealthcare Insurance Company,Wyoming,49714.0,232.0,18432.0,0.0,0.0,-160678.0,,,-160678.0,No,0.0,,0.0,,-8.72,-8.72,,,0.0,,UnitedHealthcare Insurance Company,Wyoming,266.0,17155.0,0.0,0.0,-325977.41,,,-325977.41,No,0.0,,0.0,,-19.0,-19.0,,,0.0
445,"Independent Health Association, Inc",New York,70552.0,0.0,18361.0,0.0,0.0,297105.0,,,287516.92,Yes,,,,,16.18,15.66,,,-0.52,,"Independent Health Association, Inc",New York,,10715.0,,,-574088.0,0.0,,-574088.49,Yes,,,,,-53.58,-53.58,,,0.0
446,"HMO Colorado, Inc., dba HMO Nevada",Colorado,76680.0,139712.0,18150.0,12493994.44,261875.0,-860372.0,12493994.43,261875.8,-860371.91,No,89.43,89.43,1.87,1.87,-47.4,-47.4,0.0,0.0,0.0,11895498.32,"HMO Colorado, Inc., dba HMO Nevada",Colorado,193986.0,22133.0,9016342.55,-107842.07,-1803127.62,9021034.94,29925.42,-1803127.62,No,46.48,46.5,-0.56,0.15,-81.47,-81.47,0.02,0.71,0.0
